Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Return over 3months,Return over 6months,Is SME,Is not SME,Volume 1month average,Volume 1week average,Volume,Low price,High price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization
Acknit Indus.,530043,,INE326C01017,Textiles & Apparels,Other Textile Products,255.65,-15.90,-9.05,0,1,241,339,303,210.20,344.00,405.90,16.25,-2.68,0.27,-6.32,262.93,274.03,263.23,274.21,49.12,-2.21,-2.44,-3.56,-3.90,-1.67,18.52,21.98,1579,14.87,13.15,77.72
Acme Resources,539391,,INE636B01011,Finance,Non Banking Financial Company (NBFC),32.82,-16.66,-13.79,0,1,1215,686,296,30.45,43.50,84.04,4.63,2.56,0.34,-8.02,35.29,38.39,35.39,38.45,44.19,-1.25,-1.39,-1.38,-1.41,-19.56,20.95,23.64,1872,12.94,5.62,84.49
ACME Solar Hold.,544283,ACMESOLAR,INE622W01025,Power,Power Generation,236.85,-5.66,-14.34,0,1,934478,716567,1232787,171.90,324.30,324.30,167.55,3.87,3.55,6.06,228.72,245.92,228.39,246.01,60.41,0.63,-0.64,-2.15,-2.85,16.14,,,1388171,,,14352.44
Acrow India,513149,,INE950D01012,Industrial Products,Iron & Steel Products,735.00,-0.59,4.70,0,1,98,28,1,586.15,808.00,1210.00,34.25,5.00,2.10,8.89,682.90,702.65,680.77,702.32,58.98,7.19,2.80,-2.52,-4.94,-3.28,-13.99,45.93,149,24.70,24.08,47.04
ACS Tech,530745,,INE366C01021,IT - Services,IT Enabled Services,41.67,5.49,69.05,0,1,134824,84236,52545,3.28,45.80,45.80,1.62,0.94,-2.16,-5.12,40.09,30.33,40.03,30.22,52.87,0.30,0.31,0.43,0.46,,,,180898,,29.59,253.11
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,922.05,-6.68,-1.11,0,1,302062,259520,133105,775.00,1390.00,1695.00,7.65,-0.11,5.32,3.74,912.89,1044.05,912.52,1045.27,59.19,0.52,-2.99,-13.55,-17.06,-23.45,35.59,41.18,335599,42.05,39.06,10980.07
Active Clothing,541144,,INE380Z01015,Textiles & Apparels,Garments & Apparels,110.05,0.46,-26.04,0,1,12713,10594,14864,82.55,161.00,161.20,5.00,-2.57,0.87,7.31,107.32,115.06,107.21,115.11,56.84,1.00,0.77,-0.12,-0.40,-15.22,37.27,61.39,18732,22.89,,170.71
Active Infra.,,ACTIVEINFR,INE0KLO01025,Realty,"Residential, Commercial Projects",170.00,-3.95,0.00,1,0,857,800,1200,147.05,190.00,190.00,147.05,0.00,0.00,-1.73,172.82,172.99,172.93,173.02,44.30,-1.03,-0.98,-0.69,-0.60,,,,19849,,,255.26
Acutaas Chemical,543349,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,2050.00,21.87,57.69,0,1,491445,513158,1026419,930.03,2120.00,2120.00,382.08,2.36,3.08,22.28,1776.83,1506.66,1765.68,1501.20,71.68,84.69,79.14,61.54,55.75,77.06,65.45,,393518,,,16783.58
AD Manum Finance,511359,,INE556D01017,Finance,Non Banking Financial Company (NBFC),52.33,-16.94,-26.74,0,1,2399,4792,11947,50.50,89.00,142.32,7.86,-3.15,-3.57,0.67,56.31,65.25,56.48,65.38,41.61,-0.80,-0.74,-1.02,-1.07,-33.13,1.53,29.90,5291,10.82,6.06,39.25
Adani Energy Sol,539254,ADANIENSOL,INE931S01010,Power,Power Distribution,1016.75,-0.46,31.06,0,1,2194017,1464143,1050211,639.35,1067.70,4238.55,25.00,-1.53,2.89,6.93,957.55,920.64,955.14,919.67,58.91,11.90,7.91,-7.11,-11.86,38.89,-5.02,10.13,2298909,24.94,42.84,122140.41
Adani Enterp.,512599,ADANIENT,INE423A01024,Metals & Minerals Trading,Trading - Minerals,2228.40,-7.62,0.74,0,1,2199584,1407599,1790366,1848.00,2612.76,4062.14,8.29,-0.96,0.01,2.62,2185.90,2318.74,2184.17,2319.65,56.99,8.86,2.24,-24.22,-32.49,-1.00,7.56,26.17,1318919,52.55,48.91,281431.27
Adani Green,541450,ADANIGREEN,INE364U01010,Power,Power Generation,978.30,-9.15,6.63,0,1,5198611,2316658,2315875,758.00,1179.20,3050.00,22.75,-0.44,2.50,3.83,954.55,1022.36,953.58,1022.80,57.82,-0.90,-5.99,-21.24,-26.32,3.39,10.54,-1.76,3872239,62.71,,161143.24
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1554.70,3.72,19.56,0,1,3411437,2965467,1874785,1036.35,1584.00,1621.40,50.00,-0.45,-0.84,7.70,1463.17,1410.59,1459.44,1409.14,61.31,27.63,24.01,5.77,0.31,36.37,38.60,20.32,2503604,24.17,24.20,358196.52
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,149.05,-1.84,27.60,0,1,24115379,20013519,17933494,92.40,182.75,182.75,3.03,-1.53,-4.02,4.57,143.69,134.76,143.47,134.61,57.77,2.04,1.86,0.14,-0.34,49.60,65.57,67.07,19158262,53.66,40.56,287438.37
Adani Total Gas,542066,ATGL,INE399L01023,Gas,LPG/CNG/PNG/LNG Supplier,543.20,-12.29,-10.56,0,1,749378,439286,440117,507.00,798.00,4000.00,70.20,-0.43,-1.04,-2.52,560.44,613.03,561.14,613.73,48.04,-6.03,-6.85,-9.67,-10.58,-8.85,-24.36,7.26,1444197,27.77,,59741.68
Adarsh Plant,526711,,INE627D01016,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,31.50,16.97,24.56,0,1,626,656,1394,23.21,44.90,60.70,2.66,0.61,-1.56,-6.25,31.45,29.37,31.45,29.35,48.35,-0.23,-0.23,-0.14,-0.11,4.90,23.68,46.36,4103,30.07,18.04,31.22
ADC India,523411,,INE833A01016,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,1463.40,10.58,9.21,0,1,1627,1454,3603,901.25,2090.00,2309.70,48.00,7.31,9.06,14.70,1376.74,1398.73,1373.20,1398.08,59.56,2.41,-6.82,-1.91,-2.99,41.76,41.11,48.98,4361,32.06,20.52,673.16
Adcon Capital,539506,,INE805Q01028,Finance,Non Banking Financial Company (NBFC),0.52,-38.82,-16.13,0,1,899949,1872274,859450,0.46,1.05,9.18,0.46,4.00,0.00,-17.46,0.62,0.71,0.62,0.72,35.44,-0.04,-0.04,-0.03,-0.03,-47.47,-44.43,-27.13,1074312,-26.05,-20.49,10.31
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,137.90,-26.32,-34.18,1,0,83920,32200,48800,100.00,282.00,282.00,100.00,1.29,6.36,4.91,134.89,154.44,134.77,154.61,58.15,2.52,2.08,1.05,0.68,,,,144651,,,310.29
Add-Shop E-Reta.,541865,,INE01B501018,Retailing,E-Retail/ E-Commerce,8.42,-5.50,-13.55,0,1,19690,10840,11266,7.33,13.93,137.41,6.58,0.12,-1.52,-1.86,8.57,9.98,8.58,9.99,50.21,-0.07,-0.08,-0.11,-0.12,-33.33,-44.69,-24.39,32862,2.74,,23.84
Addi Industries,507852,,INE757C01021,Textiles & Apparels,Garments & Apparels,99.75,-9.73,-15.57,0,1,1485,1170,816,36.35,141.25,141.25,1.83,-1.38,-3.06,-2.16,104.62,98.92,104.82,98.91,42.00,-0.97,-0.89,-1.24,-1.31,159.50,41.58,77.26,7937,43.40,28.57,107.70
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,107.20,-23.37,-26.60,1,0,11725,26375,36500,90.00,239.95,448.50,90.00,3.13,5.62,-6.78,113.81,148.36,114.08,148.78,47.15,-3.32,-3.80,-3.77,-3.89,-54.55,,,24347,,,170.55
Adeshwar Meditex,543309,,INE0H8J01015,Healthcare Services,"Healthcare Research, Analytics & Technology",21.00,29.23,16.67,1,0,12000,0,0,13.30,21.80,42.00,13.30,12.00,0.00,15.38,18.57,22.42,18.47,22.44,59.29,0.01,-0.29,-0.30,-0.38,8.25,-8.54,,19474,,,30.31
ADF Foods,519183,ADFFOODS,INE982B01027,Food Products,Packaged Foods,228.26,5.59,0.30,0,1,324848,432669,350127,168.20,301.00,353.95,2.56,1.31,1.21,17.32,202.43,222.11,201.38,222.05,69.58,6.73,5.22,0.20,-1.44,-8.31,15.33,7.70,178097,26.53,31.31,2507.75
Adhata Global,531286,,INE586D01014,Consumer Durables,Plywood Boards/ Laminates,28.00,-15.51,-37.78,0,1,2736,2244,1,27.50,60.00,60.00,8.25,0.00,0.00,-16.74,35.79,37.66,36.11,37.75,32.18,-2.62,-2.69,-2.62,-2.61,-41.32,,,1838,,,13.20
Adhbhut Infra.,539189,,INE578L01014,Realty,"Residential, Commercial Projects",13.98,-20.39,-23.23,0,1,1382,1320,1039,12.52,23.70,363.80,12.52,-0.50,-0.64,-14.76,15.44,18.20,15.50,18.24,42.44,-0.50,-0.51,-0.54,-0.55,-22.46,-65.77,,2712,-25.96,-10.85,15.38
Adinath Textiles,514113,,INE207C01019,Textiles & Apparels,Other Textile Products,22.90,-12.29,-7.55,0,1,1605,291,429,15.46,43.39,101.70,1.13,0.75,6.81,8.94,21.87,24.26,21.83,24.27,64.61,0.09,-0.10,-0.60,-0.78,-11.92,-0.79,38.96,3215,37.22,25.20,15.59
Adit.Birla Money,532974,BIRLAMONEY,INE865C01022,Capital Markets,Stockbroking & Allied,135.21,-13.73,-20.77,0,1,90464,92479,72664,114.05,208.71,303.72,7.50,3.51,4.72,-1.59,136.71,156.51,136.77,156.73,56.68,-2.68,-3.70,-4.76,-5.28,-16.57,33.72,25.63,105286,18.96,20.59,764.06
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,838.55,11.63,-1.87,0,1,330037,185854,412519,556.45,911.60,911.95,307.00,2.30,1.85,4.72,793.32,777.90,791.47,777.29,62.39,7.05,4.31,2.17,0.95,27.29,27.79,,343732,,,24215.57
Aditya Bir. Fas.,535755,ABFRL,INE647O01011,Retailing,Speciality Retail,72.99,-8.28,-2.68,0,1,14011057,8597550,3647852,59.80,106.10,129.13,25.66,-1.72,6.03,-1.78,72.30,80.24,72.27,80.31,56.14,-0.70,-1.14,-1.97,-2.28,-19.20,-6.83,4.36,8659796,-0.20,3.52,8908.41
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,353.75,6.62,29.58,0,1,5917530,5664562,6302317,148.75,369.30,369.30,37.35,0.24,2.06,-0.42,345.77,299.94,345.45,299.40,54.78,-0.94,-1.65,-1.78,-1.99,120.24,34.10,31.87,5729036,23.99,,92597.75
Aditya Consumer,540146,,INE427V01013,Retailing,Diversified Retail,40.00,-4.78,-5.79,1,0,5200,0,0,31.00,59.00,237.00,8.82,13.73,0.00,1.91,42.41,50.90,42.51,51.01,50.13,-1.80,-2.15,-2.00,-2.05,1.83,-11.90,15.63,11240,-6.71,,58.54
Aditya Infotech,544466,CPPLUS,INE819V01029,Industrial Manufacturing,Industrial Products,1587.00,-3.53,50.13,0,1,104530,115823,146012,1014.65,1747.55,1747.55,1014.65,4.02,1.93,11.55,1463.06,1342.26,1458.00,1339.80,64.20,19.50,10.56,-1.53,-6.79,,,,528358,,,18694.56
Aditya Ispat,513513,,INE570B01012,Industrial Products,Iron & Steel Products,10.47,10.21,4.91,0,1,5812,9254,91,8.26,11.90,21.05,1.60,-0.29,-6.93,8.50,9.77,9.76,9.74,9.75,56.40,0.22,0.19,0.05,0.00,13.19,1.85,17.32,3320,7.17,11.87,5.60
Aditya Spinners,521141,,INE122D01026,Textiles & Apparels,Other Textile Products,18.01,-19.53,-13.08,0,1,2078,1026,1714,15.43,26.05,33.50,2.86,0.67,1.64,0.06,18.38,20.53,18.40,20.56,51.27,-0.14,-0.18,-0.29,-0.33,-27.09,-4.92,22.42,4551,19.75,9.48,30.15
Aditya Ultra,,AUSL,INE01YQ01013,Industrial Products,Iron & Steel Products,23.40,-24.64,-39.61,1,0,5333,4667,6000,21.35,48.30,72.00,21.35,4.00,-0.85,-3.31,26.32,34.07,26.44,34.18,45.27,-0.97,-1.07,-1.23,-1.30,-42.93,,,33502,,,58.12
Aditya Vision,540205,AVL,INE679V01027,Retailing,Speciality Retail,517.65,-3.59,21.81,0,1,156076,189746,211909,327.60,598.70,598.70,1.50,4.04,4.26,7.33,499.61,485.12,498.87,484.79,62.44,2.02,0.12,-0.53,-1.17,24.41,53.54,112.70,402918,89.96,,6684.83
Adjia Tech,543269,,INE0G0V01018,IT - Software,Computers - Software & Consulting,53.42,8.80,14.76,0,1,3200,3200,3200,40.00,53.84,74.50,22.00,-0.78,-0.78,-0.78,42.79,37.88,42.36,37.73,71.27,3.78,3.85,3.59,3.54,,18.02,,3200,,,4.70
Adline Chem Lab,524604,,INE276T01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,14.05,14.32,-5.20,0,1,1727,1033,600,7.60,19.08,28.97,4.75,-4.75,2.18,38.42,12.79,14.87,12.74,14.88,63.13,0.60,0.52,-0.03,-0.19,-17.84,35.32,21.76,529,14.31,,8.22
Admach Systems,544669,,INE0XLO01010,Industrial Manufacturing,Industrial Products,225.00,,,1,0,28980,29700,8400,185.00,245.00,245.00,185.00,-0.95,-0.40,-5.02,215.53,206.08,215.14,205.88,54.22,3.15,3.24,2.99,2.95,,,,83234,,,152.39
Ador Welding,517041,ADOR,INE045A01017,Industrial Products,Other Industrial Products,1097.10,7.09,20.99,0,1,24502,21390,54963,777.00,1260.00,1770.00,74.05,3.48,3.22,4.80,1045.69,1043.98,1043.60,1043.45,62.21,8.26,4.51,1.02,-0.79,22.52,8.88,29.40,23793,19.15,16.18,1909.26
Adroit Info.,532172,ADROITINFO,INE737B01033,IT - Services,IT Enabled Services,9.96,-11.07,-7.26,0,1,97870,149245,136135,8.10,18.95,63.75,0.51,-1.78,-3.77,0.40,10.03,11.40,10.03,11.42,51.48,-0.02,-0.03,-0.10,-0.12,-36.92,-14.27,10.56,76770,-2.12,-12.54,53.96
Adtech Systems,544185,,INE257C01014,Industrial Manufacturing,Industrial Products,61.00,-22.89,-11.79,0,1,3086,1758,2905,52.70,99.95,180.95,52.70,1.48,6.81,-5.47,64.12,71.61,64.24,71.72,50.37,-1.74,-2.09,-2.51,-2.70,-25.61,,,5391,,,72.67
Advait Energy,543230,ADVAIT,INE0ALI01010,Industrial Products,Cables - Electricals,1633.10,-5.73,-12.57,0,1,56499,70806,50014,1020.00,2419.00,2419.00,25.00,-4.38,5.17,17.33,1524.20,1621.90,1519.76,1621.79,59.72,39.41,33.57,8.67,0.99,39.31,72.28,128.01,40307,,,1786.18
Advance Agrolife,544562,ADVANCE,INE1B0W01010,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,134.85,-2.92,,0,1,767690,1182445,1001171,100.10,154.00,154.00,100.10,0.04,1.79,8.27,126.97,118.83,126.65,118.67,58.15,2.21,2.02,1.77,1.66,,,,1054782,,,866.89
Advance Lifes.,521048,,INE900E01015,Textiles & Apparels,Other Textile Products,23.97,-4.43,-4.77,0,1,2169,1932,103,20.35,33.35,71.43,3.93,-0.08,4.22,-3.35,23.83,27.00,23.82,27.03,53.02,-0.12,-0.20,-0.33,-0.39,-25.84,-12.43,,1442,1.74,16.44,14.92
Advance Meter.,534612,,INE436N01029,Power,Power Generation,20.69,-14.18,-22.39,0,1,3513,3213,1672,19.62,32.98,64.62,5.81,1.67,-0.05,-7.05,21.90,25.27,21.94,25.31,45.59,-0.47,-0.51,-0.56,-0.58,-36.08,-1.04,15.19,6653,-2.83,-0.88,33.23
Advance Petroch.,506947,,INE334N01018,Chemicals & Petrochemicals,Commodity Chemicals,136.85,-28.05,-23.12,0,1,74,172,509,130.30,242.00,462.00,13.00,4.99,-0.22,-31.58,176.72,193.44,178.34,194.01,29.66,-14.20,-13.72,-8.67,-7.29,-43.45,-20.75,28.87,83,,20.06,12.32
Advance Syntex,539982,,INE184U01012,Industrial Products,Packaging,4.51,-7.96,-7.96,0,1,117,35,35,4.40,6.00,45.40,4.23,0.00,0.00,0.22,5.15,6.58,5.18,6.61,37.19,-0.19,-0.19,-0.21,-0.21,-25.70,-22.13,-16.38,1038,-20.76,,5.00
Advanced Enzyme,540025,ADVENZYMES,INE837H01020,Pharmaceuticals & Biotechnology,Biotechnology,298.80,-12.47,-2.70,0,1,169830,101307,113097,257.85,366.55,571.15,91.05,2.47,2.38,4.81,294.41,313.96,294.23,314.11,55.73,-0.97,-2.19,-3.92,-4.66,-5.28,2.13,-4.47,367864,9.12,,3344.37
Advani Hotels.,523269,ADVANIHOTR,INE199C01026,Leisure Services,Hotels & Resorts,57.18,1.20,-0.05,0,1,128244,46328,66141,50.12,69.00,91.65,4.01,0.42,1.01,4.82,57.19,59.19,57.19,59.21,50.67,-0.24,-0.30,-0.16,-0.15,-10.50,12.67,16.96,66077,8.62,9.65,528.56
Advent Hotels,544446,ADVENTHTL,INE28GN01010,Leisure Services,Hotels & Resorts,217.98,-33.67,,0,1,251664,137154,46228,165.65,345.05,345.05,165.65,1.14,-1.78,-0.76,223.61,279.11,223.84,279.73,54.36,-1.71,-2.80,-6.07,-7.16,,,,461228,,,1175.85
Advik Capital,539773,,INE178T01024,Finance,Non Banking Financial Company (NBFC),1.54,11.59,10.79,0,1,1035960,656010,1201182,1.11,2.09,5.78,0.27,3.36,5.48,17.56,1.39,1.54,1.39,1.54,71.23,0.04,0.04,0.03,0.03,-25.24,-27.37,14.00,1366399,0.28,,93.71
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,720.35,-10.16,2.89,0,1,668339,244603,195173,639.10,946.50,1037.00,2.66,-0.44,2.96,-2.92,719.83,745.96,719.81,746.22,54.05,-3.67,-5.67,-8.34,-9.51,-5.71,26.62,19.48,996796,20.83,23.38,25284.29
Aegis Vopak Term,544407,AEGISVOPAK,INE0INX01018,Oil,Oil Storage & Transportation,220.40,-19.15,-8.07,0,1,1752984,765999,281868,197.60,302.00,302.00,197.60,0.70,-3.61,-2.74,234.65,247.27,235.23,247.54,45.37,-3.82,-3.91,-5.23,-5.59,,,,1312431,,,24420.13
Aelea Commoditi.,544213,,INE0T3401029,Agricultural Food & other Products,Other Agricultural Products,134.50,-24.80,-29.75,1,0,26460,26700,49800,122.10,230.00,344.00,122.10,6.07,3.94,-5.94,145.15,170.86,145.59,171.23,48.22,-4.92,-5.68,-5.89,-6.14,-41.79,,,48737,,,273.96
Aeonx Digital,524594,,INE994D01010,IT - Services,IT Enabled Services,142.00,-22.45,-15.00,0,1,783,1070,1705,120.75,242.00,323.30,4.06,-2.91,-11.77,-7.79,159.95,174.17,160.68,174.50,37.67,-3.83,-3.46,-4.18,-4.27,-26.58,19.58,11.79,2085,17.24,-1.58,65.32
Aequs,544634,AEQUS,INE947N01017,Aerospace & Defense,Aerospace & Defense,144.15,,,0,1,1145479,1229192,1277587,131.14,165.40,165.40,131.14,-0.05,2.69,0.31,141.55,147.41,141.44,147.44,60.42,0.17,-0.27,-1.10,-1.42,,,,10888200,,,9667.65
Aeroflex,543972,AEROFLEX,INE024001021,Industrial Products,Iron & Steel Products,194.86,5.56,5.67,0,1,2578121,1242975,741514,145.05,227.75,272.00,114.40,-0.91,3.44,5.90,182.30,182.94,181.79,182.82,60.52,2.27,1.41,-0.76,-1.51,-6.90,,,2165354,,,2578.60
Aeroflex Enter.,511076,AEROENTER,INE065D01027,Industrial Products,Iron & Steel Products,82.13,-9.07,-13.47,0,1,355570,165988,143027,70.10,113.90,151.70,1.11,-0.23,2.56,3.50,82.40,88.34,82.41,88.41,51.97,-0.65,-0.87,-1.07,-1.18,-19.34,1.56,32.65,402138,17.19,24.76,928.77
Aeroflex Neu,543743,AERONEU,INE035801013,Industrial Products,Packaging,75.65,-2.02,-34.46,0,1,23180,23548,29504,65.00,125.37,145.80,58.96,3.93,7.52,5.48,74.18,86.05,74.12,86.15,59.24,-0.36,-0.81,-1.20,-1.41,1.03,-2.41,,50037,,,195.15
Aeron Composites,,AERON,INE0WL801011,Industrial Products,Other Industrial Products,101.25,-8.58,-5.51,1,0,9000,8500,7000,89.05,165.00,202.20,89.05,1.86,0.60,0.40,100.30,112.98,100.26,113.09,54.30,0.41,0.30,-0.07,-0.19,-26.82,,,30016,,,172.33
Aerpace Indus,534733,,INE175N01023,Industrial Products,Iron & Steel Products,26.08,31.65,21.76,0,1,288449,224314,241220,16.70,34.50,60.00,0.28,1.44,1.40,-15.30,25.83,25.20,25.82,25.20,46.38,-0.37,-0.38,-0.06,0.02,-23.38,178.30,83.31,312513,31.63,25.36,401.26
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,93.00,-15.45,-23.49,1,0,10833,3000,4000,63.00,155.60,155.60,60.00,-6.06,-5.10,-5.58,97.86,103.64,98.06,103.75,47.74,-0.16,0.00,-1.16,-1.41,45.31,,,36487,,,160.15
Aether Industri.,543534,AETHER,INE0BWX01014,Chemicals & Petrochemicals,Specialty Chemicals,981.20,26.88,32.32,0,1,313684,196722,136483,723.15,1085.50,1210.80,699.85,-0.73,-5.25,-0.33,939.07,850.57,937.35,849.25,51.12,20.90,24.39,26.62,28.05,21.60,2.97,,239236,,,13016.38
Afcom Holdings,544224,,INE0OXY01013,Transport Services,Logistics Solution Provider,854.25,-2.71,-4.03,1,0,90096,86610,121800,618.00,1144.40,1268.95,205.20,1.80,17.00,1.31,805.58,816.52,803.59,816.14,63.06,-9.22,-17.95,-25.64,-29.74,23.15,,,92941,,,2226.87
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,345.65,-16.72,-17.91,0,1,444878,277324,350340,318.95,498.90,570.00,318.95,1.45,0.54,-2.80,366.95,412.17,367.82,412.84,45.30,-9.42,-10.65,-11.71,-12.29,-23.28,,,1000505,,,12712.48
Affle 3i,542752,AFFLE,INE00WC01027,IT - Services,IT Enabled Services,1664.10,-4.01,-15.30,0,1,231251,216932,180917,1221.05,2186.80,2186.80,153.18,0.87,0.60,-3.64,1690.93,1751.16,1692.02,1752.03,51.29,-17.85,-21.92,-28.84,-31.59,6.10,16.63,9.25,287737,,,23423.44
Affordable Robo.,541402,AFFORDABLE,INE692Z01013,Industrial Manufacturing,Industrial Products,210.21,-9.43,-46.39,0,1,40308,42348,41250,157.53,540.00,851.18,19.26,3.36,5.46,11.78,199.05,297.56,198.60,298.44,63.54,0.82,-1.20,-4.52,-5.85,-57.44,-16.15,20.28,61743,11.61,,236.41
AG Ventures,506579,,INE321D01016,Chemicals & Petrochemicals,Commodity Chemicals,126.05,-19.30,-31.33,0,1,7544,7679,9708,104.00,329.80,415.00,4.00,0.68,0.76,1.24,130.06,163.24,130.22,163.62,51.35,-1.87,-2.34,-3.28,-3.64,-35.40,-11.43,-11.84,27065,-9.94,0.82,125.93
Agarwal Float,,AGARWALFT,INE0MLA01012,Industrial Products,Glass - Industrial,32.00,-37.25,-50.69,1,0,7500,5250,3000,31.00,71.25,103.95,30.00,3.23,3.23,-13.75,42.79,54.00,43.23,54.22,29.39,-3.60,-3.68,-3.40,-3.35,-29.90,,,12395,,,23.18
Agarwal Fortune,530765,,INE510B01018,Industrial Products,Glass - Industrial,20.45,-6.41,-6.62,0,1,814,140,1,16.50,25.06,44.65,1.00,-0.15,-5.10,22.90,19.60,20.52,19.57,20.52,55.90,0.66,0.72,0.63,0.62,-6.96,44.34,71.46,947,52.02,,7.03
Agarwal Indl.,531921,AGARIND,INE204E01012,Chemicals & Petrochemicals,Petrochemicals,714.95,-13.92,-23.73,0,1,16521,15717,14751,647.70,1113.95,1383.15,12.60,-0.72,0.48,0.44,727.86,847.19,728.39,848.52,51.04,0.57,0.25,-2.96,-3.84,-31.91,1.70,37.91,26337,23.84,16.37,1069.41
Agarwal Toughene,,AGARWALTUF,INE0P8X01016,Industrial Products,Glass - Industrial,103.80,-23.70,-25.62,1,0,56760,28800,20400,81.00,174.05,174.05,81.00,-1.33,4.01,-6.86,113.57,127.13,113.97,127.36,46.78,-4.33,-4.91,-5.80,-6.17,-5.76,,,78426,,,183.46
AGI Greenpac,500187,AGI,INE415A01038,Industrial Products,Packaging,659.65,-15.54,-28.84,0,1,150152,318600,316738,585.25,1009.00,1307.90,5.97,3.66,7.90,-6.78,691.26,784.09,692.55,785.34,50.51,-23.77,-28.48,-27.27,-28.14,-2.61,24.76,27.69,194556,38.14,24.58,4267.76
AGI Infra,539042,AGIIL,INE976R01033,Realty,"Residential, Commercial Projects",243.90,-4.50,3.65,0,1,914703,424910,172054,137.00,308.80,308.80,3.77,-1.16,-4.65,-16.06,261.72,233.70,262.45,233.60,38.98,-6.16,-5.74,-4.53,-4.12,43.33,70.08,111.89,466782,63.83,36.83,2979.66
Agio Paper,516020,,INE112C01011,"Paper, Forest & Jute Products",Paper & Paper Products,3.92,-41.32,-15.52,0,1,336,641,61,3.90,8.20,42.95,0.65,-4.85,-10.71,-30.50,5.24,5.62,5.29,5.64,20.92,-0.39,-0.36,-0.26,-0.23,-39.97,8.14,6.96,1240,5.70,5.95,6.32
Agni Green,,AGNI,INE0LF301013,Construction,Civil Construction,19.20,-25.29,-3.03,1,0,16806,21250,27500,17.90,43.35,84.70,17.00,-2.04,-0.78,-9.22,21.94,25.94,22.05,26.01,34.12,-0.97,-0.99,-1.01,-1.02,-32.04,-6.51,,25904,,,37.51
Agri-Tech India,537292,AGRITECH,INE449G01018,Agricultural Food & other Products,Other Agricultural Products,138.78,8.49,-0.20,0,1,5482,6234,3215,103.25,187.19,309.15,4.76,-0.15,2.13,-7.87,141.86,146.72,141.98,146.79,45.52,-2.41,-2.56,-2.22,-2.17,-21.73,13.67,31.02,25294,15.60,31.75,82.44
Agribio Spirits,539546,,INE679E01015,Beverages,Breweries & Distilleries,234.70,7.66,21.92,0,1,13047,11382,11979,122.00,274.00,274.00,3.82,-0.13,0.04,6.37,226.26,202.11,225.92,201.79,59.51,3.35,3.45,3.14,3.09,80.54,55.39,103.65,15550,71.18,39.82,255.45
Agro Phos India,,AGROPHOS,INE740V01019,Fertilizers & Agrochemicals,Fertilizers,35.95,-15.91,1.81,0,1,20156,15451,20088,27.20,47.60,155.40,4.95,0.76,-0.53,-6.82,38.08,38.95,38.17,38.98,42.83,-0.81,-0.84,-0.77,-0.76,-0.44,-2.64,21.46,62782,-6.06,,72.89
AGS Transact,543451,AGSTRA,INE583L01014,Financial Technology (Fintech),Financial Technology (Fintech),3.87,-7.42,-22.13,0,1,194962,167954,146490,3.66,35.24,181.85,3.66,-0.77,-1.78,-1.28,4.07,11.10,4.08,11.17,44.92,-0.04,-0.04,-0.06,-0.06,-89.55,-59.78,,679965,,,49.70
Ahasolar Technol,543941,,INE0NEV01011,Retailing,E-Retail/ E-Commerce,86.50,-9.42,-11.73,1,0,2556,1300,800,78.05,153.30,657.75,78.05,0.31,0.13,-4.95,89.92,116.68,90.06,116.99,46.47,-1.11,-1.17,-1.22,-1.25,-43.09,,,4203,,,26.66
Ahimsa Industrie,,AHIMSA,INE136T01014,Industrial Products,Plastic Products - Industrial,23.70,-3.27,-2.67,1,0,6000,0,0,22.10,39.80,74.60,7.95,4.87,0.00,-0.21,35.46,33.35,35.94,33.45,28.56,-5.08,-5.36,-5.88,-6.08,-43.44,26.89,,13043,0.34,,12.97
Ahlada Engineers,,AHLADA,INE00PV01013,Consumer Durables,"Furniture, Home Furnishing",50.33,-11.14,-17.02,0,1,16677,12494,32161,45.85,84.01,248.00,36.30,-3.12,0.62,-8.02,51.63,60.62,51.68,60.72,48.58,-0.34,-0.36,-0.38,-0.40,-37.97,-19.34,-7.38,31223,-12.39,,65.03
