Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Price to Earning,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Industry PE,Price to Quarterly Earning,Book value,Piotroski score,Asset Turnover Ratio,Industry PBV,FII holding,Change in FII holding,DII holding,Change in DII holding,Change in DII holding 3Years,Change in FII holding 3Years,Average Working Capital Days 3years,Market Capitalization 5years back,Market Capitalization 10years back,Market Capitalization 3years back,Historical PE 5Years,Historical PE 10Years,Historical PE 3Years,Return on assets 3years,Return on assets 5years,OPM 10Year,OPM 5Year,Return on equity 5years growth,Average return on equity 10Years,Average return on capital employed 10Years,Average return on capital employed 7Years,Average return on capital employed 5Years,Average return on capital employed 3Years,Book value 10years back,Book value 5years back,Book value 3years back,Average return on equity 5Years,Average return on equity 3Years,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter
GVK Power Infra.,532708,GVKPIL,INE251H01024,Construction,Civil Construction,3.08,486.39,,,1.29,,,54.25,16.51,,-9.20,5.00,0.12,2.02,0.03,0.00,0.42,0.00,-0.10,-0.25,-988.25,355.32,1508.15,394.80,18.80,18.80,18.80,1.22,3.17,36.26,63.37,,,6.30,7.58,9.01,13.53,6.34,-21.91,-24.31,,,-7.49,14.80,2.72,,464846.00
GVP Infotech,,GVPTECH,INE382T01030,IT - Software,Computers - Software & Consulting,7.97,129.79,,1.72,-1.35,0.00,-1.58,74.80,24.47,,4.63,4.00,0.03,3.58,0.00,0.00,0.00,0.00,0.00,0.00,-822.22,16.73,,13.06,75.43,18.30,73.21,0.98,6.51,2.31,-112.66,,14.22,32.04,2.28,0.65,1.03,,10.80,17.64,9.27,0.95,9.22,1.75,1.66,1.71,19497.00
Gyan Developers,530141,,INE487G01018,Realty,"Residential, Commercial Projects",33.80,10.15,7.85,2.15,21.17,0.00,22.43,64.86,31.86,,15.77,8.00,0.78,2.60,0.00,0.00,0.00,0.00,0.00,0.00,5911.75,1.02,2.22,1.72,18.68,15.77,18.68,7.04,3.20,13.52,25.59,71.94,2.64,3.77,4.31,5.28,10.76,12.57,13.23,12.70,3.61,8.09,12.67,4.02,3.47,3.75,1634.00
H D I L,532873,HDIL,INE191I01012,Realty,"Residential, Commercial Projects",2.73,129.40,,,-0.01,,,,31.86,,-48.52,4.00,0.01,2.60,,,,,,,-467586.45,66.36,4263.37,348.39,3.11,10.64,,-0.26,-0.28,36.57,-126.26,,,-1.92,-4.37,-5.15,-5.03,262.42,-47.52,-47.77,,,-48.42,-5.37,-0.26,,
H P C L,500104,HINDPETRO,INE094A01015,Petroleum Products,Refineries & Marketing,460.40,97964.90,6.36,1.71,3.57,1.11,13.76,54.90,7.04,6.12,267.36,5.00,2.30,2.11,16.35,1.87,20.64,-1.60,1.01,0.70,-32.61,28966.68,22004.43,38208.90,4.70,6.05,7.60,2.81,4.39,3.55,3.20,4.32,20.24,14.96,11.48,10.95,7.90,72.90,174.38,194.59,16.84,12.56,220.52,21.26,9.27,40.38,479905.00
H P Cotton Tex,502873,,INE950C01014,Textiles & Apparels,Other Textile Products,108.00,42.36,14.51,2.36,2.83,2.17,17.10,64.90,20.04,13.29,45.69,9.00,1.41,1.65,0.00,0.00,0.00,0.00,0.00,0.00,-55.10,5.98,8.67,50.90,13.25,9.88,16.55,-5.02,-0.53,4.32,5.21,56.45,-2.66,7.78,8.76,9.03,0.20,49.34,58.64,79.46,-4.71,-29.79,35.14,4.39,0.97,6.57,2952.00
H T Media,532662,HTMEDIA,INE501G01024,Media,Print Media,21.98,511.62,11.66,0.31,0.10,0.48,0.03,69.50,10.21,7.92,70.97,8.00,0.45,0.67,0.07,-0.02,0.05,0.00,0.00,0.01,-214.17,232.70,2545.04,773.73,31.77,9.79,33.45,-2.32,-1.57,4.22,-4.24,-64.04,2.13,4.46,1.01,-0.22,-0.60,89.46,89.78,89.54,-3.28,-5.00,73.66,-0.32,-0.93,-1.91,43165.00
H U D C O,540530,HUDCO,INE031A01017,Finance,Financial Institution,192.45,38526.57,13.90,2.13,2.44,7.03,15.67,75.00,19.29,13.61,90.09,6.00,0.09,2.35,1.97,0.03,11.46,0.54,4.16,1.85,-6.13,4003.80,,6556.22,7.90,8.20,16.18,2.33,2.25,94.88,98.09,1.33,12.40,9.19,9.20,9.25,9.22,,65.88,72.27,13.11,13.51,82.98,9.23,2.42,13.17,843084.00
H. S. India,532145,,INE731B01010,Leisure Services,Hotels & Resorts,12.25,19.88,15.32,0.63,2.77,0.45,4.51,41.11,32.50,8.30,19.79,9.00,0.53,2.95,0.00,0.00,0.00,0.00,0.00,0.00,335.36,8.12,6.56,12.02,16.31,13.31,17.11,2.44,1.29,19.78,15.71,0.82,3.77,7.16,6.36,5.38,6.75,15.38,16.68,17.38,2.36,4.21,18.85,6.90,2.58,4.47,3366.00
H.G. Infra Engg.,541019,HGINFRA,INE926X01010,Construction,Civil Construction,695.95,4535.58,11.27,1.51,7.01,1.84,18.28,71.78,16.51,21.51,473.68,3.00,0.72,2.02,1.92,-0.40,11.14,-0.47,-2.90,1.35,74.49,1131.04,,3636.22,11.71,11.20,13.39,9.76,10.35,18.31,19.67,-4.00,24.16,25.10,24.16,24.07,22.08,,163.04,220.34,24.33,23.04,376.71,24.12,10.22,24.08,129217.00
H.M. Electro,544349,,INE0DZD01015,Construction,Civil Construction,51.15,70.07,9.48,1.03,9.68,0.09,17.12,73.07,16.51,14.08,49.51,4.00,1.41,2.02,2.17,-4.67,1.46,-2.33,,,75.36,,,,9.57,9.57,9.57,10.76,9.08,,8.97,3.84,,25.85,25.85,25.85,30.87,,,,20.88,22.84,,33.47,11.51,28.52,672.00
Halder Venture,539854,HALDER,INE115S01010,Agricultural Food & other Products,Other Agricultural Products,277.95,345.72,73.56,2.33,4.11,2.01,14.76,73.84,23.14,,119.38,6.00,1.63,2.48,0.00,0.00,0.00,0.00,0.00,0.00,49.04,13.30,,100.94,12.29,10.98,16.99,2.98,4.97,4.60,4.62,9.36,15.27,9.86,11.44,12.74,10.98,,47.07,52.86,20.83,13.46,141.67,10.58,2.93,12.49,3386.00
Haldyn Glass,515147,,INE506D01020,Industrial Products,Packaging,94.37,507.24,24.54,2.28,3.92,0.60,8.88,58.88,18.57,19.08,41.23,8.00,0.81,1.88,0.00,0.00,1.53,0.07,1.53,0.00,4.79,100.25,120.67,228.98,24.25,22.31,29.50,6.74,6.10,11.54,11.75,5.56,7.73,11.35,12.58,12.40,14.00,22.38,26.80,28.55,9.70,11.28,37.13,12.87,5.10,9.75,22159.00
Haleos Labs Limited,540679,HALEOSLABS,INE320X01016,Pharmaceuticals & Biotechnology,Pharmaceuticals,1300.00,393.03,21.02,1.90,4.79,0.34,10.76,71.80,29.56,16.11,682.73,8.00,0.88,3.22,0.00,0.00,0.29,0.26,0.29,0.00,14.29,54.04,,211.40,16.87,16.17,20.64,3.00,3.74,,10.74,3.32,,10.55,10.55,10.29,8.87,,427.38,503.52,8.75,7.52,584.82,6.89,1.61,5.26,7521.00
Hamps Bio,544312,,INE0QBD01018,Agricultural Food & other Products,Other Agricultural Products,17.20,14.98,,1.76,3.36,0.44,4.94,71.99,23.14,,9.76,3.00,0.75,2.48,0.00,0.00,0.00,0.00,,,40.40,,,,39.74,39.74,39.74,7.94,,,,,,15.20,15.20,15.20,15.20,,,,,12.08,,21.36,11.01,21.28,410.00
Hampton Sky,526407,,INE299D01022,Realty,"Residential, Commercial Projects",12.90,353.74,,2.56,5.76,0.46,3.84,75.00,31.86,,5.03,4.00,0.19,2.60,4.41,0.00,0.00,0.00,0.00,2.22,905.63,9.62,9.16,894.50,61.60,10.63,34.80,6.11,,,,,,7.82,7.51,7.51,7.51,2.32,,4.52,,4.35,5.12,14.88,9.91,9.19,31261.00
Handson Global,532761,HGM,INE596H01014,IT - Services,IT Enabled Services,63.88,80.47,16.52,3.40,11.25,1.01,18.03,50.42,26.90,38.88,18.83,5.00,0.60,3.10,0.00,0.00,0.00,0.00,0.00,0.00,-92.90,28.83,176.07,55.29,22.58,31.03,19.48,9.82,7.04,11.66,19.20,129.92,-19.72,6.72,9.45,13.03,18.46,269.26,76.21,23.79,8.06,15.78,18.14,15.78,7.33,11.84,9570.00
Hanman Fit,538731,,INE982Q01017,Leisure Services,Amusement Parks/ Other Recreation,3.80,3.99,,2.40,-27.66,0.00,-39.42,54.04,44.19,,1.58,4.00,0.01,2.08,0.00,0.00,0.00,0.00,0.00,0.00,-3659.12,4.10,19.20,3.15,57.36,63.32,57.36,-9.55,-11.78,,,-2.08,-20.37,-18.97,-22.46,-19.70,-17.11,16.10,2.34,1.88,-23.45,-14.33,2.37,-12.96,2.15,3.70,355.00
Hannah Joseph,544687,,INE0JVH01012,Healthcare Services,Hospital,65.50,148.68,20.62,,7.62,0.60,14.77,68.83,45.46,14.28,,7.00,0.82,5.60,2.39,,10.15,,,,-38.52,,,,15.60,15.60,15.60,,,,,,,15.04,15.04,15.04,15.04,,,,,9.97,,13.11,4.47,10.14,
Happiest Minds,543227,HAPPSTMNDS,INE419U01012,IT - Software,Computers - Software & Consulting,393.05,5985.12,28.91,3.66,6.93,0.78,12.61,44.21,24.47,27.50,106.91,4.00,0.74,3.58,5.89,0.50,9.62,-0.58,8.30,1.82,-62.38,,,15518.34,53.53,52.92,51.46,12.14,15.50,,21.46,-36.02,,29.22,29.22,26.51,22.13,,37.18,45.33,22.89,19.38,97.21,21.57,12.34,20.56,664262.00
Happy Forgings,544057,HAPPYFORGE,INE330T01021,Industrial Products,Castings & Forgings,1165.60,10994.87,38.46,5.59,13.05,0.10,15.46,78.50,25.73,34.35,207.73,4.00,0.69,3.47,1.84,-0.19,16.73,-0.29,,,90.04,,,,37.69,37.69,37.69,15.06,13.99,,28.19,0.14,,22.56,22.56,21.51,22.68,,,,18.10,18.35,171.17,22.69,15.13,18.69,61075.00
Happy Square,,WHITEFORCE,INE0TLP01015,Commercial Services & Supplies,Diversified Commercial Services,50.00,58.00,11.44,1.53,17.34,0.20,61.94,60.90,22.14,16.48,32.65,4.00,2.86,2.47,2.86,,2.62,,,,27.12,,,,11.42,11.42,11.42,17.82,,,,,,44.59,44.59,44.59,44.59,,,,,79.87,,49.64,20.54,100.80,
Hardcast.& Waud,509597,,INE722D01015,Chemicals & Petrochemicals,Specialty Chemicals,728.40,49.53,16.67,1.03,2.77,0.00,2.91,73.61,28.86,8.78,697.42,5.00,0.12,2.77,0.00,0.00,0.08,0.00,0.00,0.00,55.68,10.06,28.06,17.67,22.23,20.96,22.82,3.69,2.84,46.80,50.04,3.07,0.67,4.87,3.84,4.59,5.49,526.12,513.76,591.91,3.10,3.86,654.60,7.00,5.78,5.98,1492.00
Hardwyn India,541276,HARDWYN,INE626Z01029,Consumer Durables,"Furniture, Home Furnishing",16.99,829.84,62.21,2.06,2.41,0.02,2.77,43.77,32.07,50.31,8.20,7.00,0.32,3.12,0.63,0.62,0.00,0.00,0.00,-0.80,80.21,14.61,,100.27,99.95,99.95,90.69,2.86,4.32,,9.85,23.47,,9.23,9.23,11.84,4.96,,0.42,0.54,3.50,3.08,7.83,3.92,2.29,2.58,55803.00
Hari Govind Intl,531971,,INE167F01018,Textiles & Apparels,Other Textile Products,208.15,177.45,,54.27,-1.98,0.01,-2.64,43.99,20.04,,3.84,1.00,0.00,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,-2.03,-2.20,,,,-2.14,-1.84,-2.15,-2.41,-2.21,,,,-2.93,-2.84,,-2.05,-1.89,-2.84,144.00
Haria Apparels,538081,,INE493N01012,Textiles & Apparels,Other Textile Products,5.55,8.48,7.66,1.27,5.56,0.44,14.71,58.50,20.04,10.90,4.35,6.00,0.00,1.65,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.99,8.23,2.63,8.95,7.59,8.86,6.57,0.15,,,29.17,1.70,10.05,11.10,12.91,19.48,7.97,1.84,2.11,2.79,19.97,3.46,18.60,5.96,18.16,9847.00
Haria Exports,512604,,INE772B01014,Consumer Durables,"Gems, Jewellery And Watches",6.88,7.95,52.97,0.56,0.78,0.00,0.78,31.45,23.24,36.15,12.32,4.00,0.00,3.03,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.68,2.13,7.47,14.68,7.55,56.06,0.33,2.55,,,-19.27,3.18,3.74,3.63,3.25,0.33,12.77,11.69,12.11,2.47,0.33,12.14,0.64,0.64,0.64,8139.00
Harig Crankshaft,500178,,INE905C01034,Auto Components,Auto Components & Equipments,6.81,7.15,,,-29.95,,,90.00,29.14,,-62.37,3.00,0.00,3.29,0.20,0.00,0.00,0.00,,,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,-0.43,,0.71,,42081.00
Hariom Pipe,543517,HARIOMPIPE,INE00EV01017,Industrial Products,Iron & Steel Products,381.30,1180.78,18.78,1.98,5.93,0.69,11.87,57.26,19.66,25.85,195.31,6.00,1.54,1.99,9.23,-0.30,0.05,-0.11,-0.32,7.12,51.52,,,,24.64,24.64,27.67,7.69,9.62,,11.33,-9.03,,20.75,19.40,19.09,15.23,,,,15.86,13.99,160.79,14.56,7.14,13.52,57910.00
Harish Textile,542682,,INE01K301012,Industrial Manufacturing,Industrial Products,66.98,22.34,6.76,2.03,0.33,2.86,2.84,48.15,29.38,5.44,33.18,7.00,1.72,3.64,0.00,0.00,0.05,0.00,0.00,0.00,-43.40,7.99,,17.03,17.12,14.07,15.15,-0.12,0.57,4.49,4.96,15.69,1.25,12.19,10.83,11.89,10.61,,27.25,28.69,4.40,-1.02,26.08,10.66,-0.48,-4.06,9839.00
Hariyana Ship,526931,,INE400G01011,Industrial Manufacturing,Ship Building & Allied Services,106.15,65.49,17.18,0.43,0.97,0.10,1.10,74.95,40.88,7.21,242.92,2.00,0.00,12.05,0.00,0.00,0.00,0.00,0.00,0.00,-8509.53,13.32,23.99,58.37,13.15,5.61,23.07,1.43,1.94,-2.93,-0.55,17.15,3.42,6.84,4.52,5.86,4.09,171.13,220.17,223.47,2.99,2.09,235.38,3.92,1.50,2.22,6207.00
Harmony Capital,530055,,INE264N01017,Commercial Services & Supplies,Diversified Commercial Services,80.52,24.16,,34.03,-39.09,0.07,-57.69,0.00,22.14,,2.37,3.00,0.00,2.47,0.00,0.00,0.00,0.00,0.00,0.00,15531.71,1.56,1.79,2.89,,8.80,,-12.02,-8.25,,,,-4.77,-5.76,-9.68,-12.43,-18.98,4.07,4.40,4.37,-9.94,-15.10,4.47,-6.55,-4.20,-5.09,1459.00
Harri. Malayalam,500467,HARRMALAYA,INE544A01019,Industrial Products,Rubber,166.70,307.73,12.20,1.87,3.04,0.69,9.54,54.12,21.44,9.64,89.22,8.00,1.10,3.33,0.00,0.00,0.05,0.00,0.00,-0.11,-93.56,98.24,81.77,244.48,12.16,15.19,27.24,2.37,4.41,3.57,6.16,-4.57,2.33,8.13,11.06,13.93,9.58,130.25,62.16,74.58,13.85,7.14,77.77,5.39,0.03,0.10,22517.00
Harsha Engg Intl,543600,HARSHA,INE0JUS01029,Industrial Products,Other Industrial Products,390.05,3551.19,28.74,2.69,6.53,0.24,8.75,75.00,26.19,26.94,144.38,7.00,0.86,3.30,0.41,0.02,12.42,-0.06,1.36,-3.66,97.78,,,,33.41,33.41,33.28,7.74,7.29,,13.01,8.02,,14.12,14.12,14.12,13.73,,,,11.87,10.79,129.09,12.16,7.25,9.71,74886.00
Harshdeep Horti.,544105,,INE0OLZ01015,Agricultural Food & other Products,Other Agricultural Products,97.90,157.56,14.09,2.97,19.79,0.04,22.95,72.82,23.14,13.16,33.01,7.00,1.15,2.48,0.00,0.00,0.00,0.00,,,190.66,,,,13.97,13.97,13.97,,,,,,,38.55,38.55,38.55,38.55,,,,,26.68,23.06,50.04,30.22,35.24,731.00
Harshil Agrotech,505336,,INE098E01026,Industrial Manufacturing,Industrial Products,0.42,39.21,,0.33,14.66,0.00,16.44,0.00,29.38,,1.27,6.00,0.90,3.64,0.00,0.00,0.00,0.00,-0.01,0.00,229.89,0.11,0.04,0.26,7.50,7.30,7.87,12.86,5.53,,15.45,,,-1.62,1.37,8.03,40.02,-0.47,0.13,-0.02,,16.91,0.57,16.41,5.90,13.51,105765.00
Haryana Capfin,532855,,INE928H01019,Finance,Investment Company,150.00,78.13,15.69,0.25,1.09,0.00,1.41,70.78,23.65,4.46,586.29,6.00,0.02,0.85,0.81,0.00,0.01,0.00,0.00,0.81,-21.63,15.11,8.62,28.80,25.02,20.58,22.62,0.87,0.86,81.58,83.60,-6.03,1.48,2.38,1.66,1.43,1.49,65.83,173.44,283.39,1.13,1.17,769.00,1.30,0.75,0.97,4321.00
Haryana Fin. Co.,530927,,INE737G01016,Finance,Financial Institution,80.00,1661.26,,7.41,0.00,0.00,0.00,99.36,19.29,,10.80,3.00,0.00,2.35,0.00,0.00,0.09,0.00,0.00,0.00,17035.20,511.88,511.88,511.88,2636.00,2636.00,2636.00,0.15,1.79,-17.07,26.27,,0.81,0.73,1.50,2.28,0.21,5.73,10.80,10.80,2.24,0.18,10.80,0.36,0.28,0.34,1930.00
Haryana Leather,524080,,INE681F01018,Chemicals & Petrochemicals,Commodity Chemicals,62.99,30.92,14.79,0.70,4.64,0.01,5.45,41.27,17.50,22.79,89.62,5.00,0.99,1.20,0.00,0.00,0.12,0.00,-0.03,0.00,71.15,9.72,13.42,18.11,12.92,11.75,12.31,5.06,4.46,6.02,5.35,-3.86,5.86,8.40,7.51,7.24,8.03,52.97,68.78,71.45,5.35,5.96,83.77,8.96,6.21,7.25,3845.00
Hasti Finance,531387,,INE671D01014,Finance,Non Banking Financial Company (NBFC),7.34,7.95,,1.08,-46.16,0.00,-50.56,45.65,20.07,,6.79,4.00,0.03,1.79,0.00,0.00,0.00,0.00,0.00,0.00,81.88,5.38,21.84,5.90,66.67,43.65,78.33,-16.67,-9.42,-63.11,-169.79,,-3.61,-5.28,-7.40,-10.71,-18.45,23.09,19.57,19.64,-8.37,-15.57,18.77,-2.62,-2.32,-2.48,1569.00
Hathway Bhawani,509073,,INE525B01016,Entertainment,TV Broadcasting & Software Production,12.11,9.81,42.66,5.55,1.54,0.00,2.25,65.22,18.20,81.50,2.19,6.00,0.99,0.78,0.00,0.00,0.43,0.00,0.43,0.00,-51.22,7.58,8.33,18.91,33.23,24.80,81.00,1.97,11.34,6.49,18.74,,,51.73,51.73,51.73,5.47,-3.95,1.00,1.99,30.31,3.24,2.16,-2.26,-1.56,-2.26,7772.00
Hathway Cable,533162,HATHWAY,INE982F01036,Entertainment,TV Broadcasting & Software Production,11.59,2051.55,19.34,0.47,1.91,0.00,2.22,75.00,18.20,23.96,25.04,9.00,0.40,0.78,0.72,-0.12,0.00,0.00,-1.02,-5.92,-62.50,2380.79,4069.42,3053.43,24.56,24.64,34.04,1.53,2.34,19.81,20.14,4.06,1.14,1.63,3.20,3.47,2.48,13.11,22.58,23.30,2.82,1.77,24.23,2.29,1.37,1.58,504916.00
Hatsun Agro,531531,HATSUN,INE473B01035,Food Products,Dairy Products,929.50,20704.47,53.78,11.13,5.88,1.08,17.05,73.17,27.74,77.08,83.46,6.00,1.81,3.72,3.20,-0.06,10.28,-0.08,2.03,-0.98,-22.48,8476.65,3650.28,23435.83,90.94,90.73,85.29,5.47,6.26,10.71,11.55,5.35,19.10,15.88,14.22,14.49,12.42,10.36,45.87,49.79,17.96,15.77,70.58,13.19,6.07,17.02,34727.00
Havells India,517354,HAVELLS,INE176B01034,Consumer Durables,Consumer Electronics,1387.50,87031.86,57.31,10.08,11.29,0.03,18.81,59.38,30.85,64.48,138.23,7.00,1.66,2.52,17.96,-1.32,16.53,1.18,6.13,-4.64,16.28,30066.70,19062.50,72184.56,70.11,64.61,71.94,10.63,11.40,11.33,11.07,1.56,19.16,25.96,25.65,25.74,24.01,48.47,82.69,95.85,19.10,17.98,118.83,24.40,10.71,17.95,266872.00
Hawa Engineers,539176,,INE230I01018,Industrial Manufacturing,Industrial Products,87.64,30.92,13.86,1.48,2.51,1.05,8.41,56.45,29.38,10.46,59.21,8.00,1.89,3.64,0.00,0.00,0.00,0.00,0.00,0.00,47.88,6.35,,16.27,24.62,17.53,29.47,2.32,2.31,5.12,4.61,6.04,6.97,12.15,12.12,12.22,13.59,30.43,41.52,44.61,7.29,7.82,51.70,14.73,3.02,10.39,3094.00
Hawkins Cookers,508486,,INE979B01015,Consumer Durables,Houseware,7521.40,3978.83,31.63,10.68,20.66,0.16,32.00,56.03,39.86,29.47,703.88,5.00,2.01,3.79,2.77,-0.02,15.84,-0.04,-1.41,2.42,32.92,2053.60,1607.25,2679.83,36.65,34.24,38.72,21.57,21.80,13.85,13.76,-10.63,42.66,56.54,51.70,47.78,43.76,115.49,335.92,403.15,38.34,35.17,630.66,44.52,22.27,36.04,18566.00
Haz.Multi Proj.,532467,,INE550F01049,Realty,"Residential, Commercial Projects",34.99,851.89,36.52,1.75,4.24,0.79,11.37,16.92,31.86,,20.77,2.00,0.69,2.60,22.12,-1.72,0.02,-0.01,0.02,22.12,200.95,2.28,5.03,34.72,262.00,20.66,887.00,,,,,,,14.11,14.11,14.11,14.11,,,,,,12.68,,,26.53,31071.00
HB Estate Devel.,532334,,INE640B01021,Realty,"Residential, Commercial Projects",67.20,154.30,13.97,0.83,2.16,1.49,6.60,67.41,31.86,29.94,80.97,8.00,0.24,2.60,0.00,0.00,0.01,0.00,0.00,0.00,-179.40,11.03,15.35,34.54,18.19,18.19,18.19,0.20,-1.63,28.41,29.50,29.61,-7.78,2.61,3.33,3.49,6.94,10.78,89.11,81.05,-5.33,0.54,76.64,7.09,0.75,2.55,65735.00
HB Leasing &Fin.,508956,,INE549B01016,Finance,Non Banking Financial Company (NBFC),13.00,16.73,,3.03,-6.05,0.01,-7.02,42.73,20.07,,4.29,2.00,0.04,1.79,0.00,0.00,5.35,0.00,5.33,0.00,2370.24,0.66,2.14,6.72,27.67,18.21,23.25,1.12,1.77,-9.70,7.80,,-1.37,-0.93,-0.80,2.34,1.59,1.79,1.88,2.06,1.20,0.00,2.31,3.10,2.51,3.17,36279.00
HB Portfolio,532333,,INE638B01025,Finance,Other Financial Services,58.12,62.56,,0.22,-0.01,0.00,-0.02,61.45,35.08,201.75,260.26,5.00,0.10,2.10,0.00,0.00,0.02,0.00,0.01,0.00,226.47,12.11,21.46,35.47,10.36,6.42,15.33,1.42,2.11,16.46,19.04,14.79,1.99,1.81,1.12,2.58,1.98,105.38,143.50,190.65,1.92,1.38,265.57,3.33,2.79,2.90,62787.00
