Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Debt,Reserves,Balance sheet total,Net block,Gross block,Current assets,Current liabilities,Contingent liabilities,Total Assets,Working capital,Face value,Cash Equivalents,Trade Payables,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization
Dodla Dairy,543306,DODLA,INE021O01019,Food Products,Dairy Products,1238.60,55.34,1470.81,1933.93,1040.56,1149.78,760.85,298.37,0.92,1933.93,462.48,10.00,188.55,168.63,45.79,263.01,713.46,1052.24,85.34,-5.12,,12.87,159.77,,565.88,536.30,326.85,7472.18
Dolat Algotech,505526,DOLATALGO,INE966A01022,Capital Markets,Stockbroking & Allied,78.62,195.82,1028.89,1327.31,4.64,9.76,569.73,274.18,1514.89,1327.31,295.55,1.00,1.50,0.00,84.10,382.30,3.73,6.26,324.24,-18.70,,174.86,9.75,,1.28,0.37,,1383.74
Dolfin Rubbers,542013,,INE666Y01010,Auto Components,Tyres & Rubber Products,174.50,16.97,25.75,77.11,27.35,26.17,48.24,25.62,0.56,77.11,22.62,10.00,0.95,4.23,14.65,16.59,25.15,25.15,10.58,6.64,,10.38,4.38,,18.71,10.62,8.80,175.02
Dollar Industrie,541403,DOLLAR,INE325C01035,Textiles & Apparels,Garments & Apparels,336.40,310.47,892.01,1485.28,264.66,428.44,1170.59,534.75,3.96,1485.28,635.84,2.00,0.26,204.84,300.66,543.56,230.06,350.60,513.14,365.96,93.25,205.67,209.99,180.56,90.59,74.32,68.41,1907.90
Dollex Agrotech,,DOLLEX,INE0JHH01011,Agricultural Food & other Products,Sugar,35.75,167.84,77.72,298.51,27.17,43.97,122.91,30.81,0.00,298.51,92.10,10.00,18.09,1.28,105.28,71.39,31.67,43.93,25.92,12.54,,45.01,52.08,,39.48,0.00,,142.82
Dolphin Kitchen Utensils,544170,,INE0QXT01018,Consumer Durables,Household Appliances,33.40,7.77,50.40,79.11,2.04,0.35,72.75,11.12,0.00,79.11,61.63,10.00,1.51,5.79,5.47,6.89,0.35,0.35,,,,,,,,,,44.28
Dolphin Medical,526504,,INE796B01013,Healthcare Services,Healthcare Service Provider,3.48,0.83,-5.02,12.21,6.67,3.95,1.99,0.69,0.00,12.21,1.30,10.00,0.03,0.00,0.80,1.30,2.83,3.95,1.29,1.80,1.44,0.68,6.37,8.05,2.94,6.74,9.70,5.25
Dolphin Offshore,522261,DOLPHIN,INE920A01037,Oil,Offshore Support Solution Drilling,425.00,193.73,298.21,522.83,285.89,2.55,233.77,26.88,0.00,522.83,206.89,1.00,2.25,11.91,1.16,152.99,2.62,3.70,-78.06,,155.18,131.46,,65.83,65.94,,289.34,1700.20
DOMS Industries,544045,DOMS,INE321T01012,Household Products,Stationary,2467.10,161.43,1038.47,1604.69,751.51,934.50,646.90,269.51,11.54,1604.69,377.39,10.00,162.38,120.85,171.90,408.68,498.17,667.71,45.30,43.09,,122.94,58.20,,226.58,196.14,,14972.37
Donear Inds.,512519,DONEAR,INE668D01028,Textiles & Apparels,Other Textile Products,96.80,397.34,245.09,799.87,91.84,185.15,668.31,503.73,2.52,799.87,164.58,2.00,11.02,72.92,337.55,130.14,86.91,163.57,68.14,37.19,-18.25,313.27,263.04,314.47,81.91,86.08,82.90,503.36
Dr Agarwal's Eye,526783,,INE934C01018,Healthcare Services,Hospital,4874.80,334.87,309.74,728.92,408.90,562.17,129.44,97.46,11.71,728.92,31.98,10.00,7.89,33.72,268.02,-20.94,315.63,446.18,-3.35,-9.71,-8.11,193.46,60.06,27.12,214.21,93.58,35.59,2355.90
Dr Agarwal's Hea,544350,AGARWALEYE,INE943P01029,Healthcare Services,Hospital,454.10,982.73,1899.21,3786.12,2722.15,3396.98,655.92,459.42,73.15,3786.12,196.50,1.00,189.20,163.39,966.44,-111.75,1746.25,2398.96,21.48,-0.06,,633.31,162.27,,701.46,550.60,,14386.21
Dr Lal Pathlabs,539524,LALPATHLAB,INE600L01024,Healthcare Services,Healthcare Service Provider,1443.65,156.00,2304.00,2959.20,1232.50,1937.51,1519.60,433.20,10.59,2959.20,1086.40,10.00,816.20,191.30,246.93,547.73,1227.53,1862.41,309.70,501.06,132.00,532.57,0.00,26.63,1375.28,413.02,207.52,24189.09
Dr Lalchand. Lab,541299,,INE871Z01013,Healthcare Services,Healthcare Service Provider,16.71,4.58,5.82,16.09,3.38,7.35,11.21,5.83,0.00,16.09,5.38,10.00,3.51,0.47,3.48,4.45,3.99,7.27,5.94,5.70,,5.15,1.76,,5.75,3.47,2.06,14.48
Dr Reddy's Labs,500124,DRREDDY,INE089A01031,Pharmaceuticals & Biotechnology,Pharmaceuticals,1270.00,5854.00,35930.50,54373.20,20617.30,36759.60,27955.80,15104.10,0.00,54373.20,12851.70,1.00,2046.40,3532.30,2002.00,10812.30,10425.60,28062.20,5999.20,3016.30,2953.20,3384.50,2210.20,4314.10,8121.50,6850.30,6968.00,105998.04
DRA Consultants,540144,,INE746V01016,Commercial Services & Supplies,Consulting Services,14.50,0.00,22.81,37.47,6.91,13.28,17.74,3.68,0.00,37.47,14.06,10.00,1.63,0.94,0.00,11.26,7.26,12.65,8.78,8.76,1.67,0.00,0.01,0.13,7.24,0.94,1.39,15.91
DRC Systems,543268,DRCSYSTEMS,INE03RS01027,IT - Software,Computers - Software & Consulting,16.91,2.87,62.30,118.16,46.77,73.36,49.15,38.96,0.00,118.16,10.19,1.00,5.73,8.73,0.75,0.84,17.34,38.93,5.24,,,15.15,,,2.70,,,243.64
Dreamfolks Servi,543591,DREAMFOLKS,INE0JS101016,Transport Infrastructure,Airport & Airport services,92.88,10.18,322.81,477.43,14.86,26.52,455.23,129.23,23.23,477.43,326.00,2.00,49.64,116.88,6.11,180.83,11.56,25.38,50.62,48.45,,8.25,3.09,,15.73,5.41,,494.77
Dredging Corpn.,523618,DREDGECORP,INE506A01018,Engineering Services,Dredging,1019.00,1077.86,1105.41,2753.38,1241.62,3600.42,751.89,800.70,424.14,2753.38,-48.81,10.00,82.70,217.03,558.03,-178.58,1430.14,3528.23,-104.33,339.68,476.35,272.83,552.10,1039.95,1580.36,1654.29,1816.62,2853.20
Drone Destinatio,,DRONE,INE0P7201019,Other Consumer Services,Education,51.50,34.17,36.60,99.11,15.83,31.06,79.43,27.65,0.00,99.11,51.78,10.00,28.32,2.32,3.98,47.51,14.59,19.97,0.95,,,1.51,,,0.72,,,125.66
Droneacharya Aer,543713,,INE0MQD01015,Commercial Services & Supplies,Diversified Commercial Services,36.65,2.98,36.05,70.08,14.80,13.78,45.25,8.33,0.04,70.08,36.92,10.00,0.60,3.24,0.00,32.76,8.93,13.78,14.45,0.00,,0.48,0.01,,0.31,0.00,,87.93
DRS Cargo Movers,,DRSCARGO,INE0QZM01018,Transport Services,Logistics Solution Provider,21.85,25.76,15.22,65.26,50.33,67.11,11.74,30.17,0.52,65.26,-18.43,10.00,1.97,4.42,24.49,2.95,44.45,60.58,2.62,,,19.20,,,7.31,,,16.46
DRS Dilip Road,,DRSDILIP,INE02CV01017,Transport Services,Logistics Solution Provider,70.00,4.88,23.61,93.63,7.79,25.04,43.95,52.62,2.41,93.63,-8.67,10.00,20.20,27.05,6.37,-22.77,8.27,21.90,-4.08,-4.08,-9.28,7.28,21.69,31.12,43.11,48.78,41.85,105.44
DSJ Keep Learn,526677,KEEPLEARN,INE055C01020,Other Consumer Services,Education,2.00,2.37,-8.09,11.96,4.76,1.92,6.99,4.06,0.00,11.96,2.93,1.00,2.20,0.86,3.25,1.18,1.04,1.52,1.47,-0.04,-0.62,3.25,1.57,1.19,0.37,0.00,0.00,31.14
DSM Fresh,544568,,INE0SUM01015,Food Products,Meat Products including Poultry,130.90,45.50,39.65,106.68,6.43,9.91,66.33,27.40,0.00,106.68,38.93,10.00,2.40,1.37,7.72,16.76,4.60,5.83,0.85,,,0.94,,,0.58,,,291.74
DU Digital,,DUGLOBAL,INE0HPK01020,Leisure Services,"Tour, Travel Related Services",29.70,10.71,83.88,117.63,11.20,17.18,102.10,10.53,11.31,117.63,91.57,2.00,6.60,1.81,10.94,47.38,9.45,12.69,3.24,-1.22,,3.90,1.00,,5.55,1.44,,213.46
Ducol Organics,,DUCOL,INE0LZO01015,Chemicals & Petrochemicals,Dyes And Pigments,147.90,41.64,76.73,164.52,48.90,,77.43,45.34,,164.52,32.09,10.00,26.52,25.64,,,,,,,,,,,,,,240.40
Ducon Tech,534674,DUCON,INE741L01018,Industrial Manufacturing,Industrial Products,4.04,101.05,141.85,305.09,2.87,17.08,286.16,123.08,0.00,305.09,163.08,1.00,37.67,16.72,103.08,116.93,4.23,16.97,137.67,,,82.45,,,6.40,,,131.27
Duke Offshore,531471,,INE397G01019,Oil,Oil Equipment & Services,15.10,0.40,-6.00,4.61,2.51,13.47,0.25,0.57,0.00,4.61,-0.32,10.00,0.05,0.01,0.17,1.45,3.96,16.98,1.52,4.53,3.55,0.47,0.73,0.00,5.10,7.63,23.69,14.89
Duncan Engg.,504908,,INE340F01011,Auto Components,Auto Components & Equipments,454.35,4.36,54.71,76.25,17.78,37.57,58.07,15.23,2.09,76.25,42.84,10.00,7.55,6.10,0.88,15.03,16.55,33.50,10.25,7.15,1.05,1.19,0.70,18.38,15.83,15.75,19.43,168.11
Durlax Top,,DURLAX,INE0OUW01013,Consumer Durables,"Furniture, Home Furnishing",49.25,52.49,44.24,146.13,17.40,41.01,126.21,78.26,0.00,146.13,47.95,10.00,2.23,28.43,60.71,21.37,20.35,40.49,10.07,-0.13,,39.30,32.07,,22.01,26.20,,81.91
Duropack,526355,,INE138B01018,Industrial Products,Plastic Products - Industrial,61.50,0.00,16.39,26.88,11.67,20.49,9.73,4.34,0.00,26.88,5.39,10.00,0.69,2.65,0.00,2.99,5.24,12.79,4.37,2.92,3.05,0.00,0.00,0.00,4.91,2.87,1.37,32.41
Duroply Indust.,516003,,INE932D01010,Consumer Durables,Plywood Boards/ Laminates,149.70,78.93,141.45,331.65,117.07,129.41,204.06,151.03,2.65,331.65,53.03,10.00,18.19,75.91,47.65,34.76,103.34,121.13,-22.12,-19.13,-8.35,59.21,54.87,45.24,102.50,104.15,102.97,162.40
Dutron Polymers,517437,,INE940C01015,Industrial Products,Plastic Products - Industrial,110.00,3.21,23.46,40.32,7.02,22.94,31.37,5.19,0.00,40.32,26.18,10.00,6.64,3.68,6.25,25.23,7.10,22.34,26.04,22.92,15.32,13.36,14.51,13.58,8.17,8.97,8.12,66.00
Dwarikesh Sugar,532610,DWARKESH,INE366A01041,Agricultural Food & other Products,Sugar,36.39,174.58,736.36,1028.22,523.76,1238.92,492.54,134.71,0.16,1028.22,357.83,1.00,286.86,7.56,455.77,441.99,583.08,1228.85,325.26,191.94,-121.55,524.14,846.30,655.46,388.10,430.34,340.82,674.31
Dynacons Sys.,532365,DSSL,INE417B01040,IT - Services,IT Enabled Services,965.25,174.31,259.61,876.24,85.51,14.67,702.49,512.88,146.55,876.24,189.61,10.00,84.80,405.46,35.76,162.86,5.50,9.31,75.35,35.26,12.63,64.14,37.19,12.94,6.09,3.74,2.85,1228.31
Dynamatic Tech.,505242,DYNAMATECH,INE221B01012,Industrial Manufacturing,Industrial Products,9508.05,594.43,758.16,1759.32,856.88,1221.90,870.01,674.06,20.85,1759.32,195.95,10.00,45.78,245.50,585.09,178.25,791.57,1153.68,95.50,3.61,-133.04,686.70,742.83,516.31,685.21,826.44,792.70,6457.35
Dynamic Cables,540795,DYCL,INE600Y01019,Industrial Products,Cables - Electricals,305.60,77.35,361.90,607.09,95.28,159.92,489.69,188.02,172.08,607.09,301.67,10.00,35.13,101.32,119.26,148.44,62.66,129.46,117.39,98.58,27.24,76.73,122.37,49.11,52.59,56.06,55.73,1480.92
Dynamic Industri,524818,,INE457C01010,Chemicals & Petrochemicals,Specialty Chemicals,117.25,15.58,45.97,84.48,41.76,51.75,39.96,24.02,4.69,84.48,15.94,10.00,0.38,17.25,15.05,13.46,40.81,48.37,21.37,20.89,13.48,3.54,2.69,6.62,21.40,22.72,24.40,35.52
Dynamic Portfol,530779,,INE118C01018,Finance,Non Banking Financial Company (NBFC),24.05,0.84,0.48,14.28,0.00,0.03,0.88,1.35,0.00,14.28,-0.47,10.00,0.04,0.00,0.25,-0.60,0.00,0.03,0.78,1.40,2.06,1.69,3.99,0.03,0.01,0.00,0.00,28.11
Dynamic Services,,DYNAMIC,INE0DZ701010,Commercial Services & Supplies,Diversified Commercial Services,125.00,148.90,172.70,441.93,44.47,42.62,280.14,171.74,0.00,441.93,108.40,10.00,25.65,15.46,34.34,36.83,2.94,5.16,44.69,,,23.35,,,0.82,,,171.83
Dynavision,517238,,INE083E01010,Commercial Services & Supplies,Diversified Commercial Services,190.00,21.05,21.71,73.73,37.52,41.62,33.55,6.26,0.00,73.73,27.29,10.00,7.76,0.02,24.26,16.04,39.53,40.56,,,,,,,,,,72.96
Dynemic Products,532707,DYNPRO,INE256H01015,Chemicals & Petrochemicals,Specialty Chemicals,242.80,79.12,220.82,414.34,228.03,327.68,164.67,160.98,2.73,414.34,3.69,10.00,2.46,77.72,114.53,-19.56,244.63,321.12,-10.05,98.27,18.03,173.74,101.17,35.62,271.91,36.07,35.06,301.77
E & E Enterprises,501386,,INE094R01019,Finance,Other Financial Services,15.81,0.00,643.09,643.34,0.00,0.00,18.15,0.00,0.38,643.34,18.15,10.00,16.95,0.00,0.00,1.57,0.00,0.00,1.69,2.02,4.69,0.00,0.00,0.00,0.00,0.00,0.00,0.38
E Factor Experie,,EFACTOR,INE0KFF01017,Other Consumer Services,Other Consumer Services,266.35,21.17,63.07,132.91,7.62,14.82,120.31,54.76,0.00,132.91,65.55,10.00,15.06,25.77,3.76,39.88,8.32,12.63,-6.09,-12.07,,5.91,8.61,,5.39,3.88,,348.60
E to E Transportation,,E2ERAIL,INE1CEJ01017,Construction,Civil Construction,216.00,66.31,115.68,295.44,5.80,7.17,278.08,173.61,36.69,295.44,104.47,10.00,64.64,99.30,61.28,62.92,3.05,7.47,,,,,,,,,,372.77
E-Land Apparel,532820,,INE311H01018,Textiles & Apparels,Other Textile Products,14.90,172.51,-557.27,288.40,168.32,140.57,94.14,109.70,2.00,288.40,-15.56,10.00,4.12,16.25,63.05,33.72,97.90,112.62,8.93,11.70,76.83,49.73,53.98,330.64,88.73,50.88,43.90,71.51
E2E Networks,,E2E,INE255Z01019,IT - Services,IT Enabled Services,2621.60,160.15,1555.33,1778.58,1011.13,506.50,758.34,46.26,0.00,1778.58,712.08,10.00,420.45,10.62,144.03,-18.64,210.39,273.24,2.46,14.44,-0.35,2.10,0.00,2.06,36.99,9.60,9.67,5276.47
Earkart,544549,,INE1A8F01035,Healthcare Equipment & Supplies,Medical Equipment & Supplies,156.15,5.62,52.31,78.18,1.61,1.99,73.48,11.91,0.00,78.18,61.57,10.00,44.91,4.28,4.02,10.78,1.06,1.46,3.05,,,0.27,,,0.22,,,214.77
Earthstahl &All.,543765,,INE0O4V01010,Industrial Products,Iron & Steel Products,17.50,20.30,22.02,65.22,39.88,59.36,18.82,21.46,0.42,65.22,-2.64,10.00,0.03,7.95,12.97,0.48,22.97,38.35,3.55,-4.58,,14.00,17.34,,15.95,16.25,17.53,21.42
East Buildtech,507917,,INE706N01017,Realty,"Residential, Commercial Projects",48.25,0.01,4.26,17.34,0.00,0.09,17.04,0.66,0.00,17.34,16.38,10.00,0.64,0.04,0.65,6.27,0.00,0.09,6.21,6.61,6.04,0.75,0.44,0.00,0.00,0.01,0.09,9.05
East India Drums,523874,,INE191C01023,Commercial Services & Supplies,Trading & Distributors,114.99,52.26,5.62,141.93,36.93,38.77,92.44,93.45,0.00,141.93,-1.01,10.00,7.14,59.12,0.72,-4.77,0.19,0.47,-19.87,-0.01,4.53,19.86,22.00,29.52,0.26,0.58,0.65,169.90
East WestFreight,540006,,INE595R01023,Transport Services,Logistics Solution Provider,3.72,71.77,39.76,151.93,39.15,48.65,109.42,53.31,6.44,151.93,56.11,2.00,5.46,8.99,58.86,56.62,38.71,46.92,56.78,36.76,,69.09,63.46,,47.12,48.09,48.31,47.47
Eastcoast Steel,520081,,INE315F01013,Industrial Products,Iron & Steel Products,21.90,4.56,14.03,24.34,0.01,0.42,23.67,4.85,0.00,24.34,18.82,10.00,6.68,0.07,2.55,18.25,0.01,0.41,7.81,-3.63,1.32,2.55,14.53,2.55,0.02,1.08,1.14,11.83
Eastern Treads,531346,,INE500D01015,Auto Components,Tyres & Rubber Products,29.43,34.65,-18.92,35.68,12.07,26.30,22.73,42.41,3.84,35.68,-19.68,10.00,0.71,10.29,30.97,-13.25,13.51,27.16,3.35,-0.89,8.01,32.70,33.55,19.34,16.03,14.33,15.89,15.38
Easun Capital Ma,542906,,INE771C01014,Finance,Non Banking Financial Company (NBFC),51.83,0.00,17.16,22.57,0.00,0.00,0.03,0.01,0.00,22.57,0.02,10.00,0.01,0.00,0.00,3.10,0.00,0.00,6.71,6.13,0.54,0.00,0.00,0.00,0.00,0.00,0.00,27.10
Easy Trip Plann.,543272,EASEMYTRIP,INE07O001026,Leisure Services,"Tour, Travel Related Services",6.95,36.21,501.50,1286.31,198.00,189.07,690.61,280.34,11.26,1286.31,410.27,1.00,89.00,106.18,19.47,317.85,130.71,141.93,78.06,103.94,,50.39,6.76,,30.64,11.80,,2527.61
eClerx Services,532927,ECLERX,INE738I01010,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),3938.00,395.07,2577.24,3530.16,1039.59,1749.16,2341.34,489.27,28.66,3530.16,1852.07,10.00,818.36,78.57,265.74,1180.36,842.95,1488.89,774.13,507.89,342.81,163.12,156.60,0.00,712.56,479.74,343.43,18764.75
Eco Hotels,514402,,INE638N01012,Leisure Services,Hotels & Resorts,13.65,39.05,41.95,138.07,15.91,1.44,6.80,26.36,0.00,138.07,-19.56,10.00,4.60,0.36,5.17,-5.31,0.00,0.00,0.76,3.83,4.69,0.00,44.96,45.06,0.00,1.15,1.24,70.28
Eco Recyc.,530643,,INE316A01038,Other Utilities,Waste Management,408.00,6.80,81.93,127.99,58.34,65.74,61.80,17.93,0.00,127.99,43.87,10.00,12.07,2.05,4.93,12.92,39.36,45.25,13.00,5.07,10.42,11.27,17.13,17.28,20.45,21.92,22.23,787.33
Ecoboard Inds.,523732,,INE866A01016,Consumer Durables,Plywood Boards/ Laminates,54.98,17.21,-14.23,52.80,23.66,69.48,14.88,42.97,0.00,52.80,-28.09,10.00,0.21,5.95,15.24,6.45,18.65,69.46,13.20,7.29,0.13,24.43,40.17,32.63,20.31,23.72,36.54,126.26
Ecoline Exim,,ECOLINE,INE0VBS01016,Industrial Products,Packaging,132.00,46.23,136.30,223.30,12.91,33.56,178.90,65.67,1.56,223.30,113.23,10.00,61.05,12.77,,,,,19.11,,,40.82,,,15.90,,,270.81
Econo Trade Indi,538708,,INE937K01014,Finance,Non Banking Financial Company (NBFC),7.90,12.23,28.39,59.36,6.39,6.49,2.04,0.07,14.14,59.36,1.97,10.00,0.03,0.00,29.22,8.02,0.00,0.01,6.97,19.48,36.20,8.47,0.00,0.00,0.00,0.00,0.01,14.74
Ecoplast,526703,,INE423D01010,Industrial Products,Plastic Products - Industrial,481.00,2.87,74.94,93.36,28.58,33.03,49.51,10.61,0.77,93.36,38.90,10.00,9.77,8.34,1.11,25.55,15.96,33.03,13.66,17.04,9.39,13.93,12.61,14.40,15.79,17.96,14.87,166.15
Ecos (India),544239,ECOSMOBLTY,INE06HJ01020,Transport Services,Road Transport,200.90,7.62,218.23,361.99,62.84,108.26,291.40,120.33,2.11,361.99,171.07,2.00,28.20,87.09,29.77,49.91,45.77,77.69,24.33,44.67,6.37,4.05,32.96,8.73,13.61,36.43,,1205.40
ECS Biztech,540063,,INE925Q01024,IT - Software,Computers - Software & Consulting,7.74,4.92,-22.83,2.88,0.13,0.85,0.73,5.16,0.00,2.88,-4.43,10.00,0.12,0.17,5.59,-5.11,0.14,0.78,-10.85,-6.74,-2.23,10.78,8.75,91.37,0.24,0.15,28.52,15.91
Edelweiss.Fin.,532922,EDELWEISS,INE532F01054,Finance,Holding Company,126.35,19459.09,4323.58,42176.71,1270.63,2062.62,6697.18,16035.67,852.90,42176.71,-9338.49,1.00,3179.69,1196.28,20357.90,-9555.53,1289.70,1993.63,-6341.92,2411.07,656.95,22767.59,36657.34,23540.41,1597.36,2344.91,1055.31,11958.81
Educomp Sol.,532696,EDUCOMP,INE216H01027,Other Consumer Services,Education,0.99,2680.86,-3117.47,211.57,6.49,95.22,123.16,3250.43,1341.87,211.57,-3127.27,2.00,10.17,149.34,2656.65,-3092.26,4.89,95.22,-2987.61,-2957.91,920.60,2583.73,2570.91,2514.32,5.34,6.43,23.72,12.12
Edvenswa Enter,517170,,INE125G01014,IT - Software,Computers - Software & Consulting,30.38,0.00,106.89,155.76,52.32,52.31,83.56,15.23,0.00,155.76,68.33,10.00,13.83,2.53,1.93,42.92,12.26,12.26,17.74,,,0.04,,,2.31,,,88.76
EFC (I),512008,EFCIL,INE886D01026,Commercial Services & Supplies,Diversified Commercial Services,278.35,1101.85,602.39,2171.38,756.43,904.54,571.49,541.32,0.27,2171.38,30.17,2.00,133.78,97.38,406.31,300.38,371.49,734.06,1.59,,,0.00,,,0.00,,,3821.29
Effwa Infra,,EFFWA,INE0U9101019,Other Utilities,Waste Management,210.00,14.31,81.88,140.40,2.15,2.31,138.20,34.66,0.00,140.40,103.54,10.00,32.14,16.74,14.07,37.69,0.63,2.13,15.72,,,10.26,,,0.34,,,486.09
Eforu Entertainment,531190,,INE355H01015,Commercial Services & Supplies,Trading & Distributors,81.60,0.00,2.64,8.66,0.00,0.00,3.30,0.04,0.00,8.66,3.26,10.00,1.62,0.00,0.00,0.18,0.01,0.39,0.01,-0.06,5.68,2.83,2.49,0.20,0.01,0.02,0.24,48.79
Eicher Motors,505200,EICHERMOT,INE066A01021,Automobiles,2/3 Wheelers,7745.05,445.78,22058.64,28944.11,4036.48,6718.35,8015.56,5050.84,252.30,28944.11,2964.72,1.00,298.48,2813.84,419.44,372.00,2914.38,5686.78,2301.28,1843.51,-488.85,107.71,249.00,58.36,2424.28,2377.52,1501.69,212446.09
EID Parry,500125,EIDPARRY,INE126A01031,Food Products,Other Food Products,922.25,2665.73,8627.76,29958.43,7513.76,10094.64,19903.62,14196.11,459.30,29958.43,5707.51,1.00,1556.95,11290.96,1740.28,5240.90,4895.50,8359.34,3719.93,1839.83,350.23,1259.35,4346.98,4823.27,3763.43,3857.73,3196.55,16404.32
Eighty Jewellers,543518,,INE0KSN01014,Consumer Durables,"Gems, Jewellery And Watches",29.53,26.47,20.17,64.81,0.61,2.73,62.50,32.66,0.00,64.81,29.84,10.00,1.96,2.87,7.33,24.58,0.94,2.65,11.86,6.60,,6.83,15.65,,0.85,1.14,,30.12
EIH,500840,EIHOTEL,INE230A01023,Leisure Services,Hotels & Resorts,338.45,250.08,4580.74,5896.54,3178.23,3831.03,1576.27,525.68,50.52,5896.54,1050.59,2.00,938.54,241.26,199.30,425.16,2885.17,3475.64,-7.41,-11.96,-24.50,475.07,647.47,418.11,2853.73,3006.95,2547.68,21165.47
EIH Assoc.Hotels,523127,EIHAHOTELS,INE276C01014,Leisure Services,Hotels & Resorts,338.75,4.12,462.73,640.68,281.55,409.09,280.83,72.63,11.02,640.68,208.20,10.00,65.23,28.28,4.04,24.35,302.24,428.26,-7.29,25.05,7.01,1.97,2.75,62.80,278.37,282.60,243.37,2064.23
Eiko Lifescience,540204,,INE666Q01016,Chemicals & Petrochemicals,Specialty Chemicals,51.60,1.01,45.06,64.76,22.61,25.95,28.39,3.38,0.00,64.76,25.01,10.00,8.09,1.72,,,,,,-4.30,,,1.61,,,1.75,1.68,70.82
Eimco Elecon(I),523708,EIMCOELECO,INE158B01016,Industrial Manufacturing,Industrial Products,1730.70,1.69,443.12,499.60,70.84,141.64,208.13,41.11,5.72,499.60,167.02,10.00,0.90,22.65,0.41,136.89,73.40,143.53,102.12,79.49,96.71,0.40,2.52,0.00,80.63,78.34,76.58,998.61
Ekam Leasing,530581,,INE906L01025,Commercial Services & Supplies,Diversified Commercial Services,6.39,1.81,4.47,10.48,0.00,0.02,1.81,1.13,0.00,10.48,0.68,5.00,0.03,0.00,1.57,2.83,0.00,0.02,2.29,0.66,1.32,1.29,1.71,3.82,0.02,0.03,0.11,3.83
Ekansh Concept,531364,,INE005E01013,Commercial Services & Supplies,Consulting Services,192.05,31.47,35.29,135.45,2.97,2.19,114.68,83.43,0.00,135.45,31.25,10.00,0.08,11.35,54.08,14.75,0.95,2.14,-57.69,10.26,7.31,31.59,20.24,1.07,1.35,1.60,1.54,290.54
EKI Energy,543284,,INE0CPR01018,Commercial Services & Supplies,Consulting Services,100.20,0.80,357.16,580.32,107.88,126.72,405.44,39.70,90.99,580.32,365.74,10.00,116.87,26.80,4.61,314.03,35.10,45.37,356.27,,,2.08,,,27.00,,,276.96
EL Forge,531144,,INE158F01017,Auto Components,Auto Components & Equipments,16.99,0.00,5.65,41.48,21.44,123.76,18.92,10.82,1.47,41.48,8.10,10.00,4.58,9.04,0.00,3.51,22.01,122.82,1.62,-82.51,-57.23,12.11,21.66,153.59,26.56,34.57,47.09,34.53
Elango Industrie,513452,,INE594D01018,Industrial Products,Iron & Steel Products,8.23,0.00,-0.11,4.75,0.10,0.20,3.33,0.99,0.00,4.75,2.34,10.00,0.00,0.01,0.00,2.60,0.12,0.20,3.01,1.34,-0.06,0.00,0.00,0.00,0.03,0.00,0.00,3.14
Elantas Beck,500123,,INE280B01018,Chemicals & Petrochemicals,Specialty Chemicals,9375.00,0.00,925.14,1095.68,231.54,302.19,843.80,131.86,2.89,1095.68,711.94,10.00,69.28,96.54,0.00,117.86,99.41,163.38,99.72,87.84,61.30,0.00,0.00,0.00,97.76,110.24,39.70,7432.21
Elcid Investment,503681,,INE927X01018,Finance,Investment Company,113401.50,0.00,10817.28,12524.09,38.68,35.35,3.44,13.95,0.00,12524.09,-10.51,10.00,3.33,0.00,0.00,-7.35,28.98,30.96,-13.47,6.61,0.45,0.00,0.00,0.00,18.51,2.34,2.73,2268.04
Eldeco Housing,523329,ELDEHSG,INE668G01021,Realty,"Residential, Commercial Projects",995.90,105.12,387.95,940.67,17.03,26.24,844.96,453.24,3.14,940.67,391.72,2.00,155.77,37.71,83.94,369.52,18.06,26.16,243.94,191.67,77.61,2.99,3.72,5.67,18.14,18.41,13.01,979.26
Elecon Engg.Co,505700,ELECON,INE205B01031,Electrical Equipment,Heavy Electrical Equipment,454.90,257.84,2221.65,2996.38,1003.77,1374.25,1743.09,488.61,107.30,2996.38,1254.48,1.00,311.26,210.45,70.46,616.34,768.55,1182.17,347.01,220.63,270.64,151.19,483.45,551.70,739.18,798.95,833.76,10207.94
Electro Force,,EFORCE,INE0Q1W01012,Electrical Equipment,Other Electrical Equipment,31.60,0.00,48.94,77.17,2.11,16.41,56.29,4.77,1.40,77.17,51.52,10.00,0.99,3.97,0.00,65.99,2.81,16.38,15.22,4.82,,8.78,5.37,,3.41,4.44,,73.94
Electronics Mart,543626,EMIL,INE02YR01019,Retailing,Diversified Retail,106.54,1963.34,1171.63,3678.36,1902.54,2018.29,1589.82,896.74,12.26,3678.36,693.08,10.00,25.23,76.43,1569.86,760.04,1356.35,1558.14,300.83,207.97,,1148.82,871.65,,784.95,223.24,,4099.08
